Attendance,Away,Date,Day,Home,Score,Time,Venue,Half_time,year
,Benevento,2020-11-02,Mon,Hellas Verona,3-1,20:45,Stadio Marc'Antonio Bentegodi,(1-0),2020
,Benevento,2021-01-30,Sat,Inter Milan,4-0,20:45,Stadio Giuseppe Meazza,(1-0),2021
,Benevento,2021-03-21,Sun,Juventus,0-1,15:00,Allianz Stadium,(0-0),2021
,Benevento,2021-04-18,Sun,Lazio,5-3,15:00,Stadio Olimpico,(3-1),2021
,Benevento,2021-02-28,Sun,Napoli,2-0,18:00,Stadio Diego Armando Maradona,(1-0),2021
,Benevento,2020-12-06,Sun,Parma,0-0,15:00,Stadio Ennio Tardini,(0-0),2020
"1,000",Benevento,2020-09-26,Sat,Sampdoria,2-3,18:00,Stadio Comunale Luigi Ferraris,(2-1),2020
,Benevento,2020-12-11,Fri,Sassuolo,1-0,20:45,Mapei Stadium - Città del Tricolore,(1-0),2020
,Benevento,2021-03-06,Sat,Spezia,1-1,15:00,Stadio Dino Manuzzi,(0-1),2021
,Benevento,2021-05-23,Sun,Torino,1-1,20:45,Stadio Olimpico di Torino,(1-0),2021
,Benevento,2020-12-23,Wed,Udinese,0-2,20:45,Dacia Arena,(0-1),2020
"51,472",Bologna,2019-05-06,Mon,AC Milan,2-1,20:30,Stadio Giuseppe Meazza,(1-0),2019
,Bologna,2020-07-18,Sat,AC Milan,5-1,21:45,Stadio Giuseppe Meazza,(2-1),2020
"1,000",Bologna,2020-09-21,Mon,AC Milan,2-0,20:45,Stadio Giuseppe Meazza,(1-0),2020
"68,136",Bologna,2022-04-04,Mon,AC Milan,0-0,20:45,Stadio Giuseppe Meazza,(0-0),2022
"70,430",Bologna,2022-08-27,Sat,AC Milan,2-0,20:45,Stadio Giuseppe Meazza,(1-0),2022
"31,572",Bologna,2019-02-18,Mon,AS Roma,2-1,20:30,Stadio Olimpico,(0-0),2019
"31,808",Bologna,2020-02-07,Fri,AS Roma,2-3,20:45,Stadio Olimpico,(1-2),2020
,Bologna,2021-04-11,Sun,AS Roma,1-0,18:00,Stadio Olimpico,(1-0),2021
"62,988",Bologna,2022-05-01,Sun,AS Roma,0-0,20:45,Stadio Olimpico,(0-0),2022
"18,441",Bologna,2019-04-04,Thu,Atalanta,4-1,21:00,Stadio Atleti Azzurri d'Italia,(4-0),2019
,Bologna,2020-07-21,Tue,Atalanta,1-0,19:30,Stadio Atleti Azzurri d'Italia,(0-0),2020
,Bologna,2021-04-25,Sun,Atalanta,5-0,20:45,Stadio Atleti Azzurri d'Italia,(2-0),2021
"7,912",Bologna,2021-08-28,Sat,Atalanta,0-0,18:30,Stadio Atleti Azzurri d'Italia,(0-0),2021
"1,000",Bologna,2020-10-04,Sun,Benevento,1-0,15:00,Stadio Ciro Vigorito,(0-0),2020
"15,000",Bologna,2019-09-15,Sun,Brescia,3-4,15:00,Stadio Mario Rigamonti,(3-1),2019
"15,019",Bologna,2018-10-06,Sat,Cagliari,2-0,15:00,Sardegna Arena,(1-0),2018
"16,076",Bologna,2019-10-30,Wed,Cagliari,3-2,21:00,Sardegna Arena,(0-1),2019
,Bologna,2021-03-03,Wed,Cagliari,1-0,20:45,Sardegna Arena,(1-0),2021
"5,583",Bologna,2022-01-11,Tue,Cagliari,2-1,20:45,Unipol Domus,(0-0),2022
"9,500",Bologna,2018-11-11,Sun,Chievo,2-2,15:00,Stadio Marc'Antonio Bentegodi,(2-1),2018
,Bologna,2021-03-20,Sat,Crotone,2-3,15:00,Stadio Ezio Scida,(2-0),2021
"8,379",Bologna,2018-12-09,Sun,Empoli,2-1,15:00,Stadio Carlo Castellani,(1-1),2018
"5,022",Bologna,2021-09-26,Sun,Empoli,4-2,15:00,Stadio Carlo Castellani,(2-1),2021
"29,394",Bologna,2019-04-14,Sun,Fiorentina,0-0,15:00,Stadio Artemio Franchi,(0-0),2019
,Bologna,2020-07-29,Wed,Fiorentina,4-0,21:45,Stadio Artemio Franchi,(0-0),2020
,Bologna,2021-01-03,Sun,Fiorentina,0-0,15:00,Stadio Artemio Franchi,(0-0),2021
"22,635",Bologna,2022-03-13,Sun,Fiorentina,1-0,12:30,Stadio Artemio Franchi,(0-0),2022
,Bologna,2018-08-26,Sun,Frosinone,0-0,20:30,Stadio Benito Stirpe,(0-0),2018
"20,032",Bologna,2018-09-16,Sun,Genoa,1-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2018
"20,497",Bologna,2019-09-25,Wed,Genoa,0-0,21:00,Stadio Comunale Luigi Ferraris,(0-0),2019
,Bologna,2021-01-09,Sat,Genoa,2-0,18:00,Stadio Comunale Luigi Ferraris,(1-0),2021
"17,768",Bologna,2022-05-21,Sat,Genoa,0-1,17:15,Stadio Comunale Luigi Ferraris,(0-0),2022
"16,324",Bologna,2019-08-25,Sun,Hellas Verona,1-1,20:45,Stadio Marc'Antonio Bentegodi,(1-1),2019
,Bologna,2021-05-17,Mon,Hellas Verona,2-2,20:45,Stadio Marc'Antonio Bentegodi,(1-1),2021
"4,286",Bologna,2022-01-21,Fri,Hellas Verona,2-1,20:45,Stadio Marc'Antonio Bentegodi,(1-1),2022
"51,566",Bologna,2019-02-03,Sun,Inter Milan,0-1,18:00,Stadio Giuseppe Meazza,(0-1),2019
,Bologna,2020-07-05,Sun,Inter Milan,1-2,17:15,Stadio Giuseppe Meazza,(1-0),2020
,Bologna,2020-12-05,Sat,Inter Milan,3-1,20:45,Stadio Giuseppe Meazza,(2-0),2020
"35,278",Bologna,2021-09-18,Sat,Inter Milan,6-1,18:00,Stadio Giuseppe Meazza,(3-0),2021
"38,472",Bologna,2018-09-26,Wed,Juventus,2-0,21:00,Allianz Stadium,(2-0),2018
"40,461",Bologna,2019-10-19,Sat,Juventus,2-1,20:45,Allianz Stadium,(1-1),2019
,Bologna,2021-01-24,Sun,Juventus,2-0,12:30,Allianz Stadium,(1-0),2021
"36,107",Bologna,2022-04-16,Sat,Juventus,1-1,18:30,Allianz Stadium,(0-0),2022
"34,662",Bologna,2022-10-02,Sun,Juventus,3-0,20:45,Allianz Stadium,(1-0),2022
"25,000",Bologna,2019-05-20,Mon,Lazio,3-3,20:30,Stadio Olimpico,(1-0),2019
"40,000",Bologna,2020-02-29,Sat,Lazio,2-0,15:00,Stadio Olimpico,(2-0),2020
"1,000",Bologna,2020-10-24,Sat,Lazio,2-1,20:45,Stadio Olimpico,(0-0),2020
"22,000",Bologna,2022-02-12,Sat,Lazio,3-0,15:00,Stadio Olimpico,(1-0),2022
"45,000",Bologna,2022-08-14,Sun,Lazio,2-1,18:30,Stadio Olimpico,(0-1),2022
"24,178",Bologna,2019-12-22,Sun,Lecce,2-3,15:00,Stadio Comunale Via Del Mare,(0-1),2019
"46,585",Bologna,2018-12-29,Sat,Napoli,3-2,18:00,Stadio San Paolo,(1-1),2018
"26,012",Bologna,2019-12-01,Sun,Napoli,1-2,18:00,Stadio San Paolo,(1-0),2019
,Bologna,2021-03-07,Sun,Napoli,3-1,20:45,Stadio Diego Armando Maradona,(1-0),2021
"20,000",Bologna,2021-10-28,Thu,Napoli,3-0,20:45,Stadio Diego Armando Maradona,(2-0),2021
"15,058",Bologna,2018-12-22,Sat,Parma,0-0,18:00,Stadio Ennio Tardini,(0-0),2018
,Bologna,2020-07-12,Sun,Parma,2-2,19:30,Stadio Ennio Tardini,(0-2),2020
,Bologna,2021-02-07,Sun,Parma,0-3,18:00,Stadio Ennio Tardini,(0-2),2021
"14,524",Bologna,2019-01-20,Sun,SPAL,1-1,15:00,Stadio Paolo Mazza,(0-1),2019
"12,622",Bologna,2020-01-25,Sat,SPAL,1-3,15:00,Stadio Paolo Mazza,(1-1),2020
"13,289",Bologna,2022-02-26,Sat,Salernitana,1-1,15:00,Stadio Arechi,(0-1),2022
"17,844",Bologna,2018-12-01,Sat,Sampdoria,4-1,20:30,Stadio Comunale Luigi Ferraris,(3-1),2018
,Bologna,2020-06-28,Sun,Sampdoria,1-2,19:30,Stadio Comunale Luigi Ferraris,(0-0),2020
,Bologna,2020-11-22,Sun,Sampdoria,1-2,15:00,Stadio Comunale Luigi Ferraris,(1-1),2020
"5,694",Bologna,2021-11-07,Sun,Sampdoria,1-2,15:00,Stadio Comunale Luigi Ferraris,(0-0),2021
"12,647",Bologna,2018-10-28,Sun,Sassuolo,2-2,12:30,Stadio Città del Tricolore,(1-1),2018
"13,184",Bologna,2019-11-08,Fri,Sassuolo,3-1,20:45,Mapei Stadium - Città del Tricolore,(1-0),2019
,Bologna,2021-02-20,Sat,Sassuolo,1-1,20:45,Mapei Stadium - Città del Tricolore,(0-1),2021
"4,763",Bologna,2021-12-22,Wed,Sassuolo,0-3,16:30,Mapei Stadium - Città del Tricolore,(0-2),2021
,Bologna,2020-12-16,Wed,Spezia,2-2,20:45,Stadio Dino Manuzzi,(1-0),2020
"6,265",Bologna,2021-11-28,Sun,Spezia,0-1,15:00,Stadio Alberto Picco,(0-0),2021
"7,555",Bologna,2022-09-04,Sun,Spezia,2-2,15:00,Stadio Alberto Picco,(1-1),2022
"24,863",Bologna,2019-03-16,Sat,Torino,2-3,20:30,Stadio Olimpico di Torino,(1-2),2019
"15,000",Bologna,2020-01-12,Sun,Torino,1-0,15:00,Stadio Olimpico di Torino,(1-0),2020
,Bologna,2020-12-20,Sun,Torino,1-1,12:30,Stadio Olimpico di Torino,(0-0),2020
"6,562",Bologna,2021-12-12,Sun,Torino,2-1,12:30,Stadio Olimpico di Torino,(1-0),2021
"18,349",Bologna,2019-03-03,Sun,Udinese,2-1,15:00,Dacia Arena,(1-1),2019
"21,361",Bologna,2019-09-29,Sun,Udinese,1-0,15:00,Dacia Arena,(1-0),2019
,Bologna,2021-05-08,Sat,Udinese,1-1,15:00,Dacia Arena,(1-0),2021
"10,627",Bologna,2021-10-17,Sun,Udinese,1-1,15:00,Dacia Arena,(0-0),2021
"6,674",Bologna,2022-05-08,Sun,Venezia,4-3,15:00,Stadio Pierluigi Penzo ,(2-1),2022
"56,691",Brescia,2019-08-31,Sat,AC Milan,1-0,18:00,Stadio Giuseppe Meazza,(1-0),2019
"33,695",Brescia,2019-11-24,Sun,AS Roma,3-0,15:00,Stadio Olimpico,(0-0),2019
,Brescia,2020-07-14,Tue,Atalanta,6-2,21:45,Stadio Atleti Azzurri d'Italia,(4-1),2020
"21,665",Brescia,2020-02-01,Sat,Bologna,2-1,15:00,Stadio Renato Dall'Ara,(1-1),2020
"16,099",Brescia,2019-08-25,Sun,Cagliari,0-1,20:45,Sardegna Arena,(0-0),2019
,Brescia,2020-06-22,Mon,Fiorentina,1-1,19:30,Stadio Artemio Franchi,(1-1),2020
"20,949",Brescia,2019-10-26,Sat,Genoa,3-1,20:45,Stadio Comunale Luigi Ferraris,(0-1),2019
"16,525",Brescia,2019-11-03,Sun,Hellas Verona,2-1,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2019
,Brescia,2020-07-01,Wed,Inter Milan,6-0,19:30,Stadio Giuseppe Meazza,(3-0),2020
"40,841",Brescia,2020-02-16,Sun,Juventus,2-0,15:00,Allianz Stadium,(1-0),2020
,Brescia,2020-07-29,Wed,Lazio,2-0,19:30,Stadio Olimpico,(1-0),2020
,Brescia,2020-07-22,Wed,Lecce,3-1,21:45,Stadio Comunale Via Del Mare,(2-0),2020
"45,770",Brescia,2019-09-29,Sun,Napoli,2-1,12:30,Stadio San Paolo,(2-0),2019
"16,686",Brescia,2019-12-22,Sun,Parma,1-1,15:00,Stadio Ennio Tardini,(0-0),2019
"12,442",Brescia,2019-12-08,Sun,SPAL,0-1,15:00,Stadio Paolo Mazza,(0-0),2019
"20,117",Brescia,2020-01-12,Sun,Sampdoria,5-1,15:00,Stadio Comunale Luigi Ferraris,(2-1),2020
,Brescia,2020-03-09,Mon,Sassuolo,3-0,18:30,Mapei Stadium - Città del Tricolore,(1-0),2020
,Brescia,2020-07-08,Wed,Torino,3-1,21:45,Stadio Olimpico di Torino,(0-1),2020
"19,611",Brescia,2019-09-21,Sat,Udinese,0-1,15:00,Dacia Arena,(0-0),2019
"45,576",Cagliari,2019-02-10,Sun,AC Milan,3-0,20:30,Stadio Giuseppe Meazza,(2-0),2019
,Cagliari,2020-08-01,Sat,AC Milan,3-0,20:45,Stadio Giuseppe Meazza,(1-0),2020
,Cagliari,2021-05-16,Sun,AC Milan,0-0,20:45,Stadio Giuseppe Meazza,(0-0),2021
"31,946",Cagliari,2021-08-29,Sun,AC Milan,4-1,20:45,Stadio Giuseppe Meazza,(4-1),2021
"35,964",Cagliari,2019-04-27,Sat,AS Roma,3-0,18:00,Stadio Olimpico,(2-0),2019
"34,385",Cagliari,2019-10-06,Sun,AS Roma,1-1,15:00,Stadio Olimpico,(1-1),2019
,Cagliari,2020-12-23,Wed,AS Roma,3-2,20:45,Stadio Olimpico,(1-0),2020
"5,000",Cagliari,2022-01-16,Sun,AS Roma,1-0,18:00,Stadio Olimpico,(1-0),2022
"17,709",Cagliari,2018-09-02,Sun,Atalanta,0-1,20:30,Stadio Atleti Azzurri d'Italia,(0-1),2018
"18,617",Cagliari,2019-11-03,Sun,Atalanta,0-2,12:30,Stadio Atleti Azzurri d'Italia,(0-1),2019
"1,000",Cagliari,2020-10-04,Sun,Atalanta,5-2,12:30,Stadio Atleti Azzurri d'Italia,(4-1),2020
"7,868",Cagliari,2022-02-06,Sun,Atalanta,1-2,12:30,Stadio Atleti Azzurri d'Italia,(0-0),2022
,Cagliari,2021-05-09,Sun,Benevento,1-3,15:00,Stadio Ciro Vigorito,(1-1),2021
"20,557",Cagliari,2019-03-10,Sun,Bologna,2-0,12:30,Stadio Renato Dall'Ara,(1-0),2019
,Cagliari,2020-07-01,Wed,Bologna,1-1,19:30,Stadio Renato Dall'Ara,(1-0),2020
,Cagliari,2020-10-31,Sat,Bologna,3-2,20:45,Stadio Renato Dall'Ara,(1-1),2020
"10,126",Cagliari,2021-11-01,Mon,Bologna,2-0,20:45,Stadio Renato Dall'Ara,(0-0),2021
"12,133",Cagliari,2020-01-19,Sun,Brescia,2-2,15:00,Stadio Mario Rigamonti,(1-1),2020
"10,000",Cagliari,2019-03-29,Fri,Chievo,0-3,20:30,Stadio Marc'Antonio Bentegodi,(0-3),2019
,Cagliari,2021-02-28,Sun,Crotone,0-2,15:00,Stadio Ezio Scida,(0-0),2021
"7,335",Cagliari,2018-08-19,Sun,Empoli,2-0,20:30,Stadio Carlo Castellani,(1-0),2018
"4,787",Cagliari,2022-02-13,Sun,Empoli,1-1,15:00,Stadio Carlo Castellani,(1-0),2022
"31,567",Cagliari,2018-10-21,Sun,Fiorentina,1-1,18:00,Stadio Artemio Franchi,(0-0),2018
,Cagliari,2020-07-08,Wed,Fiorentina,0-0,19:30,Stadio Artemio Franchi,(0-0),2020
,Cagliari,2021-01-10,Sun,Fiorentina,1-0,18:00,Stadio Artemio Franchi,(0-0),2021
"20,290",Cagliari,2021-10-24,Sun,Fiorentina,3-0,15:00,Stadio Artemio Franchi,(2-0),2021
"12,377",Cagliari,2018-12-02,Sun,Frosinone,1-1,15:00,Stadio Benito Stirpe,(1-0),2018
"22,768",Cagliari,2019-05-18,Sat,Genoa,1-1,18:00,Stadio Comunale Luigi Ferraris,(0-1),2019
"21,301",Cagliari,2020-02-09,Sun,Genoa,1-0,15:00,Stadio Comunale Luigi Ferraris,(1-0),2020
,Cagliari,2021-01-24,Sun,Genoa,1-0,15:00,Stadio Comunale Luigi Ferraris,(1-0),2021
"17,257",Cagliari,2022-04-24,Sun,Genoa,1-0,18:00,Stadio Comunale Luigi Ferraris,(0-0),2022
,Cagliari,2020-06-20,Sat,Hellas Verona,2-1,21:45,Stadio Marc'Antonio Bentegodi,(2-1),2020
,Cagliari,2020-12-06,Sun,Hellas Verona,1-1,12:30,Stadio Marc'Antonio Bentegodi,(1-0),2020
"12,188",Cagliari,2021-11-30,Tue,Hellas Verona,0-0,20:45,Stadio Marc'Antonio Bentegodi,(0-0),2021
"55,486",Cagliari,2018-09-29,Sat,Inter Milan,2-0,20:30,Stadio Giuseppe Meazza,(1-0),2018
"70,465",Cagliari,2020-01-26,Sun,Inter Milan,1-1,12:30,Stadio Giuseppe Meazza,(1-0),2020
,Cagliari,2021-04-11,Sun,Inter Milan,1-0,12:30,Stadio Giuseppe Meazza,(0-0),2021
"33,712",Cagliari,2021-12-12,Sun,Inter Milan,4-0,20:45,Stadio Giuseppe Meazza,(1-0),2021
"40,644",Cagliari,2018-11-03,Sat,Juventus,3-1,20:30,Allianz Stadium,(2-1),2018
"40,598",Cagliari,2020-01-06,Mon,Juventus,4-0,15:00,Allianz Stadium,(0-0),2020
,Cagliari,2020-11-21,Sat,Juventus,2-0,20:45,Allianz Stadium,(2-0),2020
"11,197",Cagliari,2021-12-21,Tue,Juventus,2-0,20:45,Allianz Stadium,(1-0),2021
"20,000",Cagliari,2018-12-22,Sat,Lazio,3-1,12:30,Stadio Olimpico,(2-0),2018
,Cagliari,2020-07-23,Thu,Lazio,2-1,21:45,Stadio Olimpico,(0-1),2020
,Cagliari,2021-02-07,Sun,Lazio,1-0,20:45,Stadio Olimpico,(0-0),2021
"20,000",Cagliari,2021-09-19,Sun,Lazio,2-2,18:00,Stadio Olimpico,(1-0),2021
"21,435",Cagliari,2019-11-25,Mon,Lecce,2-2,15:00,Stadio Comunale Via Del Mare,(0-1),2019
"16,171",Cagliari,2019-05-05,Sun,Napoli,2-1,20:30,Stadio San Paolo,(0-0),2019
"25,408",Cagliari,2019-09-25,Wed,Napoli,0-1,21:00,Stadio San Paolo,(0-0),2019
,Cagliari,2021-05-02,Sun,Napoli,1-1,15:00,Stadio Diego Armando Maradona,(1-0),2021
"20,000",Cagliari,2021-09-26,Sun,Napoli,2-0,20:45,Stadio Diego Armando Maradona,(1-0),2021
"14,852",Cagliari,2018-09-22,Sat,Parma,2-0,15:00,Stadio Ennio Tardini,(1-0),2018
"14,068",Cagliari,2019-09-15,Sun,Parma,1-3,15:00,Stadio Ennio Tardini,(0-2),2019
,Cagliari,2020-12-16,Wed,Parma,0-0,20:45,Stadio Ennio Tardini,(0-0),2020
"13,250",Cagliari,2018-11-10,Sat,SPAL,2-2,18:00,Stadio Paolo Mazza,(1-0),2018
,Cagliari,2020-06-23,Tue,SPAL,0-1,19:30,Stadio Paolo Mazza,(0-0),2020
"28,048",Cagliari,2022-05-08,Sun,Salernitana,1-1,18:00,Stadio Arechi,(0-0),2022
"18,840",Cagliari,2019-02-24,Sun,Sampdoria,1-0,12:30,Stadio Comunale Luigi Ferraris,(0-0),2019
,Cagliari,2020-07-15,Wed,Sampdoria,3-0,19:30,Stadio Comunale Luigi Ferraris,(2-0),2020
,Cagliari,2021-03-07,Sun,Sampdoria,2-2,18:00,Stadio Comunale Luigi Ferraris,(0-1),2021
"3,188",Cagliari,2022-01-06,Thu,Sampdoria,1-2,12:30,Stadio Comunale Luigi Ferraris,(1-0),2022
"9,970",Cagliari,2019-01-26,Sat,Sassuolo,3-0,15:00,Stadio Città del Tricolore,(2-0),2019
"12,666",Cagliari,2019-12-08,Sun,Sassuolo,2-2,15:00,Mapei Stadium - Città del Tricolore,(2-0),2019
850,Cagliari,2020-09-20,Sun,Sassuolo,1-1,18:00,Mapei Stadium - Città del Tricolore,(0-0),2020
"4,135",Cagliari,2021-11-21,Sun,Sassuolo,2-2,12:30,Mapei Stadium - Città del Tricolore,(1-1),2021
,Cagliari,2021-03-20,Sat,Spezia,2-1,18:00,Stadio Dino Manuzzi,(0-0),2021
"7,180",Cagliari,2022-03-12,Sat,Spezia,2-0,15:00,Stadio Alberto Picco,(0-0),2022
"23,869",Cagliari,2019-04-14,Sun,Torino,1-1,12:30,Stadio Olimpico di Torino,(0-0),2019
"21,213",Cagliari,2019-10-27,Sun,Torino,1-1,15:00,Stadio Olimpico di Torino,(0-1),2019
"1,000",Cagliari,2020-10-18,Sun,Torino,2-3,15:00,Stadio Olimpico di Torino,(1-2),2020
"10,231",Cagliari,2022-02-27,Sun,Torino,1-2,12:35,Stadio Olimpico di Torino,(0-1),2022
"20,000",Cagliari,2018-12-29,Sat,Udinese,2-0,15:00,Dacia Arena,(1-0),2018
"19,822",Cagliari,2019-12-21,Sat,Udinese,2-1,15:00,Dacia Arena,(1-0),2019
,Cagliari,2021-04-21,Wed,Udinese,0-1,20:45,Dacia Arena,(0-0),2021
"12,215",Cagliari,2022-04-03,Sun,Udinese,5-1,15:00,Dacia Arena,(2-1),2022
"5,654",Cagliari,2022-05-22,Sun,Venezia,0-0,21:00,Stadio Pierluigi Penzo ,(0-0),2022
"48,088",Chievo,2018-10-07,Sun,AC Milan,3-1,15:00,Stadio Giuseppe Meazza,(2-0),2018
"39,849",Chievo,2018-09-16,Sun,AS Roma,2-2,12:30,Stadio Olimpico,(2-0),2018
"18,537",Chievo,2019-03-17,Sun,Atalanta,1-1,15:00,Stadio Atleti Azzurri d'Italia,(0-1),2019
"19,107",Chievo,2019-04-08,Mon,Bologna,3-0,20:30,Stadio Renato Dall'Ara,(0-0),2019
"15,805",Chievo,2018-10-28,Sun,Cagliari,2-1,15:00,Sardegna Arena,(1-0),2018
"7,030",Chievo,2019-02-02,Sat,Empoli,2-2,15:00,Stadio Carlo Castellani,(1-2),2019
"27,790",Chievo,2018-08-26,Sun,Fiorentina,6-1,20:30,Stadio Artemio Franchi,(2-0),2018
"12,167",Chievo,2019-05-25,Sat,Frosinone,0-0,18:00,Stadio Benito Stirpe,(0-0),2019
"18,969",Chievo,2018-09-26,Wed,Genoa,2-0,21:00,Stadio Comunale Luigi Ferraris,(1-0),2018
"57,855",Chievo,2019-05-13,Mon,Inter Milan,2-0,21:00,Stadio Giuseppe Meazza,(1-0),2019
"30,239",Chievo,2019-01-21,Mon,Juventus,3-0,20:30,Allianz Stadium,(2-0),2019
"25,000",Chievo,2019-04-20,Sat,Lazio,1-2,15:00,Stadio Olimpico,(0-0),2019
"44,468",Chievo,2018-11-25,Sun,Napoli,0-0,15:00,Stadio San Paolo,(0-0),2018
"13,994",Chievo,2018-12-09,Sun,Parma,1-1,15:00,Stadio Ennio Tardini,(0-0),2018
"11,882",Chievo,2018-12-16,Sun,SPAL,0-0,12:30,Stadio Paolo Mazza,(0-0),2018
"19,190",Chievo,2018-12-26,Wed,Sampdoria,2-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2018
"9,193",Chievo,2019-04-04,Thu,Sassuolo,4-0,19:00,Stadio Città del Tricolore,(2-0),2019
"25,269",Chievo,2019-03-03,Sun,Torino,3-0,12:30,Stadio Olimpico di Torino,(0-0),2019
"18,008",Chievo,2019-02-17,Sun,Udinese,1-0,15:00,Dacia Arena,(0-0),2019
"60,859",Cremonese,2022-08-22,Mon,AS Roma,1-0,18:30,Stadio Olimpico,(0-0),2022
"18,252",Cremonese,2022-09-11,Sun,Atalanta,1-1,12:30,Gewiss Stadium,(0-0),2022
"34,461",Cremonese,2022-08-14,Sun,Fiorentina,3-2,18:30,Stadio Artemio Franchi,(2-1),2022
"70,750",Cremonese,2022-08-30,Tue,Inter Milan,3-1,20:45,Stadio Giuseppe Meazza,(2-0),2022
"23,377",Cremonese,2022-10-02,Sun,Lecce,1-1,15:00,Stadio Comunale Via Del Mare,(1-1),2022
,Crotone,2021-02-07,Sun,AC Milan,4-0,15:00,Stadio Giuseppe Meazza,(1-0),2021
,Crotone,2021-05-09,Sun,AS Roma,5-0,18:00,Stadio Olimpico,(0-0),2021
,Crotone,2021-03-03,Wed,Atalanta,5-1,20:45,Stadio Atleti Azzurri d'Italia,(1-1),2021
,Crotone,2021-05-16,Sun,Benevento,1-1,15:00,Stadio Ciro Vigorito,(1-0),2021
,Crotone,2020-11-29,Sun,Bologna,1-0,15:00,Stadio Renato Dall'Ara,(1-0),2020
"1,000",Crotone,2020-10-25,Sun,Cagliari,4-2,12:30,Sardegna Arena,(3-2),2020
,Crotone,2021-01-23,Sat,Fiorentina,2-1,20:45,Stadio Artemio Franchi,(2-0),2021
,Crotone,2020-09-20,Sun,Genoa,4-1,15:00,Stadio Comunale Luigi Ferraris,(3-1),2020
,Crotone,2021-01-10,Sun,Hellas Verona,2-1,15:00,Stadio Marc'Antonio Bentegodi,(2-0),2021
,Crotone,2021-01-03,Sun,Inter Milan,6-2,12:30,Stadio Giuseppe Meazza,(2-2),2021
,Crotone,2021-02-22,Mon,Juventus,3-0,20:45,Allianz Stadium,(2-0),2021
,Crotone,2021-03-12,Fri,Lazio,3-2,15:00,Stadio Olimpico,(2-1),2021
